nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,08/2016,"61,27"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,09/2016,"62,86"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,10/2016,"60,82"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,11/2016,"54,44"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,12/2016,"62,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MS,01/2017,"56,67"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,01/2014,"38,83"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,02/2014,"35,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,03/2014,"30,01"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,04/2014,"30,48"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,05/2014,"30,95"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,06/2014,"31,70"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,07/2014,"31,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,08/2014,"30,54"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,09/2014,"36,36"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,10/2014,"39,72"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,11/2014,"37,84"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,12/2014,"40,36"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,01/2015,"44,27"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,02/2015,"46,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,03/2015,"43,66"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,04/2015,"42,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,05/2015,"37,72"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,06/2015,"36,71"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,07/2015,"38,91"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,08/2015,"41,97"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,09/2015,"46,55"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,10/2015,"49,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,11/2015,"50,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,12/2015,"52,81"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,01/2016,"55,22"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,02/2016,"54,77"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,03/2016,"49,01"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,04/2016,"49,06"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,05/2016,"54,24"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,06/2016,"56,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,07/2016,"57,66"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,08/2016,"65,01"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,09/2016,"67,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,10/2016,"67,14"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,11/2016,"68,01"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,12/2016,"68,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,01/2017,"62,50"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,02/2017,"56,73"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,03/2017,"50,63"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,04/2017,"38,71"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,05/2017,"39,09"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,06/2017,"40,26"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,07/2017,"41,51"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,08/2017,"41,01"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,09/2017,"42,49"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,10/2017,"41,19"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,11/2017,"41,17"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,MT,12/2017,"40,44"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,12/2015,"41,83"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,01/2016,"43,92"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,02/2016,"46,67"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,03/2016,"48,77"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,04/2016,"51,37"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,05/2016,"54,09"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,06/2016,"55,88"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,07/2016,"58,66"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,08/2016,"59,44"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,09/2016,"60,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,10/2016,"63,53"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,11/2016,"65,81"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,12/2016,"65,18"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,01/2017,"62,94"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,02/2017,"62,48"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,03/2017,"61,41"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,04/2017,"60,64"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,05/2017,"54,68"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,06/2017,"51,45"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,07/2017,"53,03"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,08/2017,"52,84"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,09/2017,"41,81"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,10/2017,"49,39"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,11/2017,"51,68"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,12/2017,"51,25"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,01/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,02/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,03/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,04/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,05/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,06/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,07/2014,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,08/2014,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,09/2014,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,10/2014,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,11/2014,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,12/2014,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,01/2015,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,02/2015,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,03/2015,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,04/2015,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,01/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,02/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,03/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,04/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,05/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,06/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,07/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,08/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,09/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,10/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,11/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,12/2014,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,01/2015,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,02/2015,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,03/2015,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,04/2015,"41,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,05/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,06/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,07/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,08/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,09/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,10/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,11/2017,"54,09"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,12/2017,"52,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,01/2014,"47,95"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,02/2014,"47,53"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,03/2014,"47,88"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,04/2014,"48,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,05/2014,"48,60"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,06/2014,"49,06"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,07/2014,"48,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,08/2014,"47,97"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,09/2014,"48,21"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,10/2014,"48,16"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,11/2014,"48,60"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,12/2014,"48,88"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,01/2015,"50,31"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,02/2015,"52,14"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,03/2015,"51,94"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,04/2015,"51,51"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,05/2015,"51,84"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,06/2015,"51,53"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,07/2015,"51,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,08/2015,"51,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,09/2015,"51,79"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,10/2015,"54,97"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,11/2015,"58,36"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,12/2015,"59,09"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,01/2016,"61,53"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,02/2016,"62,62"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,03/2016,"60,08"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,04/2016,"59,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,05/2016,"60,37"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,06/2016,"65,90"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,07/2016,"70,42"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,08/2016,"71,16"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,09/2016,"71,31"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,10/2016,"70,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,11/2016,"71,07"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,12/2016,"75,68"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,01/2017,"73,37"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,02/2017,"64,42"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,03/2017,"61,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,04/2017,"58,63"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,05/2017,"54,07"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,06/2017,"53,72"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,07/2017,"53,22"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,08/2017,"53,24"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,09/2017,"53,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,10/2017,"53,02"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,11/2017,"52,94"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PR,12/2017,"52,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RO,04/2016,"41,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RO,05/2016,"46,88"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RO,06/2016,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RO,09/2016,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,01/2016,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,02/2016,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,03/2016,"48,60"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,04/2016,"50,40"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,05/2016,"49,80"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,06/2016,"49,80"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,07/2016,"49,80"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,08/2016,"63,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,09/2016,"69,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,10/2016,"66,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,11/2016,"64,80"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,12/2016,"60,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,01/2017,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,02/2017,"60,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,03/2017,"51,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,04/2017,"51,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,05/2017,"51,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,06/2017,"51,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,07/2017,"51,14"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,08/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,09/2017,"54,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,10/2017,"52,09"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,11/2017,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,RR,12/2017,"48,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,01/2014,"32,99"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,02/2014,"32,77"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,03/2014,"32,81"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,04/2014,"33,67"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,05/2014,"33,75"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,06/2014,"33,44"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,07/2014,"33,75"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,08/2014,"35,17"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,09/2014,"38,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,10/2014,"39,57"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,11/2014,"39,84"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,12/2014,"38,12"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,01/2015,"38,74"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,02/2015,"37,50"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,03/2015,"39,99"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,04/2015,"39,37"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,05/2015,"39,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,01/2016,"45,31"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,02/2016,"45,25"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,03/2016,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,04/2016,"45,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,11/2016,"56,25"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,12/2016,"49,75"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,01/2017,"50,97"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,02/2017,"48,70"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,03/2017,"49,88"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,04/2017,"48,50"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,05/2017,"50,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,10/2017,"41,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,11/2017,"40,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SE,12/2017,"37,24"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,01/2014,"42,03"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,02/2014,"42,03"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,03/2014,"41,94"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,04/2014,"42,35"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,05/2014,"45,22"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,06/2014,"45,58"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,07/2014,"46,20"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,08/2014,"46,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,09/2014,"46,63"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,10/2014,"47,04"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,11/2014,"47,30"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,12/2014,"47,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,01/2015,"47,93"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,02/2015,"47,66"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,03/2015,"47,82"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,04/2015,"47,58"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,05/2015,"47,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,06/2015,"44,91"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,07/2015,"43,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,08/2015,"43,08"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,09/2015,"43,79"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,10/2015,"45,97"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,11/2015,"46,30"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,12/2015,"46,06"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,01/2016,"45,98"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,02/2016,"46,53"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,03/2016,"49,52"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,04/2016,"45,62"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,05/2016,"46,35"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,06/2016,"51,34"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,07/2016,"57,95"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,08/2016,"58,18"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,09/2016,"60,90"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,10/2016,"61,02"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,11/2016,"60,98"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,12/2016,"60,08"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,01/2017,"57,44"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,02/2017,"56,62"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,03/2017,"56,04"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,04/2017,"54,21"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,05/2017,"54,67"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,06/2017,"48,73"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,07/2017,"49,58"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,08/2017,"49,24"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,09/2017,"48,47"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,10/2017,"50,70"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,11/2017,"49,06"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,SP,12/2017,"47,76"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,12/2015,"55,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,01/2016,"55,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,02/2016,"54,50"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,03/2016,"53,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,04/2016,"52,60"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,05/2016,"53,92"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,06/2016,"55,17"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,07/2016,"63,83"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,08/2016,"65,43"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,09/2016,"66,25"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,10/2016,"66,08"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,11/2016,"66,10"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,12/2016,"65,33"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,01/2017,"65,67"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,02/2017,"65,33"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,03/2017,"56,07"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,04/2017,"48,08"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,05/2017,"48,78"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,06/2017,"49,91"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,07/2017,"50,69"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,08/2017,"50,18"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,09/2017,"49,52"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,10/2017,"50,05"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,11/2017,"53,11"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,TO,12/2017,"52,76"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,01/2014,"35,24"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,02/2014,"34,79"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,03/2014,"33,22"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,04/2014,"33,81"
