nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
ABACAXI PÉROLA (t),PRODUTOR,CE,11/2014,"1800,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,12/2014,"1800,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,01/2015,"1920,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,02/2015,"2000,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,03/2015,"2000,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,04/2015,"1950,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,05/2015,"1950,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,06/2015,"1950,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,07/2015,"1940,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,08/2015,"1900,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,09/2015,"1875,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,10/2015,"1860,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,11/2015,"1742,50"
ABACAXI PÉROLA (t),PRODUTOR,CE,12/2015,"1800,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,01/2016,"1600,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,02/2016,"1300,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,03/2016,"1300,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,11/2016,"2857,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,12/2016,"2857,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,01/2017,"2550,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,02/2017,"2400,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,03/2017,"2400,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,11/2017,"2000,00"
ABACAXI PÉROLA (t),PRODUTOR,CE,12/2017,"1761,91"
ABACAXI PÉROLA (t),PRODUTOR,GO,01/2014,"1161,75"
ABACAXI PÉROLA (t),PRODUTOR,GO,02/2014,"1240,94"
ABACAXI PÉROLA (t),PRODUTOR,GO,03/2014,"1306,88"
ABACAXI PÉROLA (t),PRODUTOR,GO,04/2014,"1647,92"
ABACAXI PÉROLA (t),PRODUTOR,GO,05/2014,"1341,50"
ABACAXI PÉROLA (t),PRODUTOR,GO,06/2014,"1356,25"
ABACAXI PÉROLA (t),PRODUTOR,GO,07/2014,"1351,88"
ABACAXI PÉROLA (t),PRODUTOR,GO,08/2014,"1431,25"
ABACAXI PÉROLA (t),PRODUTOR,GO,09/2014,"1460,62"
ABACAXI PÉROLA (t),PRODUTOR,GO,10/2014,"1588,20"
ABACAXI PÉROLA (t),PRODUTOR,GO,11/2014,"1558,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,12/2014,"1290,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,01/2015,"1133,87"
ABACAXI PÉROLA (t),PRODUTOR,GO,03/2015,"1674,58"
ABACAXI PÉROLA (t),PRODUTOR,GO,04/2015,"1679,17"
ABACAXI PÉROLA (t),PRODUTOR,GO,05/2015,"1788,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,06/2015,"1801,67"
ABACAXI PÉROLA (t),PRODUTOR,GO,07/2015,"1904,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,08/2015,"1690,83"
ABACAXI PÉROLA (t),PRODUTOR,GO,09/2015,"1635,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,10/2015,"1707,87"
ABACAXI PÉROLA (t),PRODUTOR,GO,11/2015,"1672,56"
ABACAXI PÉROLA (t),PRODUTOR,GO,12/2015,"1780,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,01/2016,"1780,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,02/2016,"1866,67"
ABACAXI PÉROLA (t),PRODUTOR,GO,03/2016,"1733,33"
ABACAXI PÉROLA (t),PRODUTOR,GO,04/2016,"1817,17"
ABACAXI PÉROLA (t),PRODUTOR,GO,05/2016,"1772,50"
ABACAXI PÉROLA (t),PRODUTOR,GO,06/2016,"1597,33"
ABACAXI PÉROLA (t),PRODUTOR,GO,07/2016,"1740,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,08/2016,"1726,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,09/2016,"1835,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,10/2016,"1812,17"
ABACAXI PÉROLA (t),PRODUTOR,GO,11/2016,"1823,07"
ABACAXI PÉROLA (t),PRODUTOR,GO,12/2016,"1780,00"
ABACAXI PÉROLA (t),PRODUTOR,GO,01/2017,"1974,56"
ABACAXI PÉROLA (t),PRODUTOR,GO,02/2017,"2057,83"
ABACAXI PÉROLA (t),PRODUTOR,GO,03/2017,"1987,75"
ABACAXI PÉROLA (t),PRODUTOR,GO,04/2017,"1779,17"
ABACAXI PÉROLA (t),PRODUTOR,GO,05/2017,"1587,60"
ABACAXI PÉROLA (t),PRODUTOR,GO,06/2017,"1689,19"
ABACAXI PÉROLA (t),PRODUTOR,GO,07/2017,"1462,21"
ABACAXI PÉROLA (t),PRODUTOR,GO,08/2017,"1182,61"
ABACAXI PÉROLA (t),PRODUTOR,GO,09/2017,"1248,81"
ABACAXI PÉROLA (t),PRODUTOR,GO,10/2017,"1239,32"
ABACAXI PÉROLA (t),PRODUTOR,GO,11/2017,"1187,13"
ABACAXI PÉROLA (t),PRODUTOR,GO,12/2017,"1242,46"
ABACAXI PÉROLA (t),PRODUTOR,MG,01/2014,"1066,40"
ABACAXI PÉROLA (t),PRODUTOR,MG,02/2014,"1066,16"
ABACAXI PÉROLA (t),PRODUTOR,MG,03/2014,"1066,66"
ABACAXI PÉROLA (t),PRODUTOR,MG,04/2014,"1066,66"
ABACAXI PÉROLA (t),PRODUTOR,MG,05/2014,"1066,66"
ABACAXI PÉROLA (t),PRODUTOR,MG,06/2014,"1033,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,07/2014,"1033,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,08/2014,"1079,99"
ABACAXI PÉROLA (t),PRODUTOR,MG,09/2014,"1083,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,10/2014,"1226,66"
ABACAXI PÉROLA (t),PRODUTOR,MG,11/2014,"1200,00"
ABACAXI PÉROLA (t),PRODUTOR,MG,12/2014,"1000,00"
ABACAXI PÉROLA (t),PRODUTOR,MG,01/2015,"813,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,02/2015,"533,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,03/2015,"533,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,04/2015,"533,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,07/2015,"1244,45"
ABACAXI PÉROLA (t),PRODUTOR,MG,08/2015,"1008,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,09/2015,"816,66"
ABACAXI PÉROLA (t),PRODUTOR,MG,10/2015,"880,00"
ABACAXI PÉROLA (t),PRODUTOR,MG,11/2015,"1133,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,12/2015,"933,33"
ABACAXI PÉROLA (t),PRODUTOR,MG,01/2016,"800,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,01/2014,"1268,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,02/2014,"1239,62"
ABACAXI PÉROLA (t),PRODUTOR,PB,03/2014,"1280,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,04/2014,"1206,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,05/2014,"1135,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,06/2014,"1061,75"
ABACAXI PÉROLA (t),PRODUTOR,PB,07/2014,"1007,50"
ABACAXI PÉROLA (t),PRODUTOR,PB,08/2014,"1277,20"
ABACAXI PÉROLA (t),PRODUTOR,PB,09/2014,"1197,46"
ABACAXI PÉROLA (t),PRODUTOR,PB,10/2014,"1211,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,11/2014,"1221,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,12/2014,"695,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,01/2015,"740,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,02/2015,"910,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,03/2015,"1278,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,04/2015,"1251,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,05/2015,"1198,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,06/2015,"1307,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,07/2015,"1332,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,08/2015,"1221,88"
ABACAXI PÉROLA (t),PRODUTOR,PB,09/2015,"1193,50"
ABACAXI PÉROLA (t),PRODUTOR,PB,10/2015,"1140,70"
ABACAXI PÉROLA (t),PRODUTOR,PB,11/2015,"1131,25"
ABACAXI PÉROLA (t),PRODUTOR,PB,12/2015,"1308,33"
ABACAXI PÉROLA (t),PRODUTOR,PB,01/2016,"1308,20"
ABACAXI PÉROLA (t),PRODUTOR,PB,02/2016,"1321,42"
ABACAXI PÉROLA (t),PRODUTOR,PB,03/2016,"1325,83"
ABACAXI PÉROLA (t),PRODUTOR,PB,04/2016,"1335,67"
ABACAXI PÉROLA (t),PRODUTOR,PB,05/2016,"1401,17"
ABACAXI PÉROLA (t),PRODUTOR,PB,06/2016,"1435,27"
ABACAXI PÉROLA (t),PRODUTOR,PB,07/2016,"1361,50"
ABACAXI PÉROLA (t),PRODUTOR,PB,08/2016,"1322,93"
ABACAXI PÉROLA (t),PRODUTOR,PB,09/2016,"1292,83"
ABACAXI PÉROLA (t),PRODUTOR,PB,10/2016,"1258,33"
ABACAXI PÉROLA (t),PRODUTOR,PB,11/2016,"1228,33"
ABACAXI PÉROLA (t),PRODUTOR,PB,12/2016,"1019,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,01/2017,"945,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,02/2017,"1107,67"
ABACAXI PÉROLA (t),PRODUTOR,PB,03/2017,"1266,13"
ABACAXI PÉROLA (t),PRODUTOR,PB,04/2017,"1234,67"
ABACAXI PÉROLA (t),PRODUTOR,PB,05/2017,"1234,96"
ABACAXI PÉROLA (t),PRODUTOR,PB,06/2017,"1226,35"
ABACAXI PÉROLA (t),PRODUTOR,PB,07/2017,"1215,71"
ABACAXI PÉROLA (t),PRODUTOR,PB,08/2017,"1230,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,09/2017,"1220,48"
ABACAXI PÉROLA (t),PRODUTOR,PB,10/2017,"1210,00"
ABACAXI PÉROLA (t),PRODUTOR,PB,11/2017,"1192,27"
ABACAXI PÉROLA (t),PRODUTOR,PB,12/2017,"1149,54"
ABACAXI PÉROLA (t),PRODUTOR,RJ,01/2014,"1196,80"
ABACAXI PÉROLA (t),PRODUTOR,RJ,02/2014,"1222,33"
ABACAXI PÉROLA (t),PRODUTOR,RJ,03/2014,"1219,89"
ABACAXI PÉROLA (t),PRODUTOR,RJ,04/2014,"901,00"
ABACAXI PÉROLA (t),PRODUTOR,RJ,05/2014,"921,73"
ABACAXI PÉROLA (t),PRODUTOR,RJ,06/2014,"765,67"
ABACAXI PÉROLA (t),PRODUTOR,RJ,07/2014,"840,92"
ABACAXI PÉROLA (t),PRODUTOR,RJ,08/2014,"886,67"
ABACAXI PÉROLA (t),PRODUTOR,RJ,09/2014,"926,08"
ABACAXI PÉROLA (t),PRODUTOR,RJ,10/2014,"1157,27"
ABACAXI PÉROLA (t),PRODUTOR,RJ,11/2014,"1269,08"
ABACAXI PÉROLA (t),PRODUTOR,RJ,12/2014,"827,50"
ABACAXI PÉROLA (t),PRODUTOR,RJ,01/2015,"772,07"
ABACAXI PÉROLA (t),PRODUTOR,RJ,02/2015,"1087,08"
ABACAXI PÉROLA (t),PRODUTOR,RJ,03/2015,"1206,92"
ABACAXI PÉROLA (t),PRODUTOR,RJ,04/2015,"987,92"
ABACAXI PÉROLA (t),PRODUTOR,RJ,05/2015,"1021,76"
ABACAXI PÉROLA (t),PRODUTOR,RJ,06/2015,"1123,50"
ABACAXI PÉROLA (t),PRODUTOR,RJ,07/2015,"1102,79"
ABACAXI PÉROLA (t),PRODUTOR,RJ,08/2015,"939,92"
ABACAXI PÉROLA (t),PRODUTOR,RJ,09/2015,"801,42"
ABACAXI PÉROLA (t),PRODUTOR,RJ,10/2015,"853,91"
ABACAXI PÉROLA (t),PRODUTOR,RJ,11/2015,"1028,15"
ABACAXI PÉROLA (t),PRODUTOR,RJ,12/2015,"1053,27"
ABACAXI PÉROLA (t),PRODUTOR,RJ,01/2016,"1081,09"
ABACAXI PÉROLA (t),PRODUTOR,RS,01/2014,"1740,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,02/2014,"1550,56"
ABACAXI PÉROLA (t),PRODUTOR,RS,03/2014,"1500,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,04/2014,"1500,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,05/2014,"1500,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,02/2015,"1500,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,03/2015,"1650,00"
ABACAXI PÉROLA (t),PRODUTOR,RS,04/2015,"2257,69"
ABACAXI PÉROLA (t),PRODUTOR,RS,05/2015,"2769,23"
ABACAXI PÉROLA (t),PRODUTOR,RS,06/2015,"2769,23"
ABACAXI PÉROLA (t),PRODUTOR,RS,07/2015,"2769,23"
ABACAXI PÉROLA (t),PRODUTOR,RS,01/2016,"2916,66"
ABACAXI PÉROLA (t),PRODUTOR,RS,02/2016,"2666,40"
ABACAXI PÉROLA (t),PRODUTOR,SE,01/2014,"666,67"
ABACAXI PÉROLA (t),PRODUTOR,SE,02/2014,"666,67"
ABACAXI PÉROLA (t),PRODUTOR,SE,03/2014,"766,67"
ABACAXI PÉROLA (t),PRODUTOR,SE,04/2014,"883,25"
ABACAXI PÉROLA (t),PRODUTOR,SE,05/2014,"933,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,06/2014,"933,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,07/2014,"933,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,08/2014,"1116,50"
ABACAXI PÉROLA (t),PRODUTOR,SE,09/2014,"975,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,10/2014,"933,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,11/2014,"933,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,12/2014,"866,67"
ABACAXI PÉROLA (t),PRODUTOR,SE,01/2015,"800,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,02/2015,"800,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,03/2015,"800,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,04/2015,"800,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,05/2015,"884,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,06/2015,"987,50"
ABACAXI PÉROLA (t),PRODUTOR,SE,07/2015,"933,40"
ABACAXI PÉROLA (t),PRODUTOR,SE,08/2015,"936,25"
ABACAXI PÉROLA (t),PRODUTOR,SE,09/2015,"985,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,10/2015,"942,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,11/2015,"1055,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,12/2015,"1210,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,07/2016,"1150,75"
ABACAXI PÉROLA (t),PRODUTOR,SE,08/2016,"1082,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,09/2016,"1015,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,10/2016,"1058,75"
ABACAXI PÉROLA (t),PRODUTOR,SE,11/2016,"881,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,12/2016,"913,75"
ABACAXI PÉROLA (t),PRODUTOR,SE,01/2017,"1325,00"
ABACAXI PÉROLA (t),PRODUTOR,SE,09/2017,"1204,29"
ABACAXI PÉROLA (t),PRODUTOR,SE,10/2017,"913,64"
ABACAXI PÉROLA (t),PRODUTOR,SE,11/2017,"738,57"
ABACAXI PÉROLA (t),PRODUTOR,SE,12/2017,"609,29"
ABACAXI PÉROLA (t),PRODUTOR,SP,01/2014,"1424,20"
ABACAXI PÉROLA (t),PRODUTOR,SP,02/2014,"1440,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,03/2014,"1446,25"
ABACAXI PÉROLA (t),PRODUTOR,SP,04/2014,"1461,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,05/2014,"1801,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,06/2014,"1947,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,07/2014,"2212,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,08/2014,"2234,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,09/2014,"2247,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,10/2014,"2254,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,11/2014,"2262,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,12/2014,"2270,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,01/2015,"2290,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,02/2015,"2530,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,03/2015,"2620,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,04/2015,"2418,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,05/2015,"1996,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,06/2015,"1935,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,07/2015,"1938,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,08/2015,"1907,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,09/2015,"1983,75"
ABACAXI PÉROLA (t),PRODUTOR,SP,10/2015,"2072,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,11/2015,"2222,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,12/2015,"2348,75"
ABACAXI PÉROLA (t),PRODUTOR,SP,01/2016,"2442,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,02/2016,"2433,55"
ABACAXI PÉROLA (t),PRODUTOR,SP,03/2016,"2432,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,04/2016,"2435,32"
ABACAXI PÉROLA (t),PRODUTOR,SP,05/2016,"2365,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,06/2016,"2455,08"
ABACAXI PÉROLA (t),PRODUTOR,SP,07/2016,"2567,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,08/2016,"2678,20"
ABACAXI PÉROLA (t),PRODUTOR,SP,09/2016,"2691,25"
ABACAXI PÉROLA (t),PRODUTOR,SP,10/2016,"2664,32"
ABACAXI PÉROLA (t),PRODUTOR,SP,11/2016,"2224,50"
ABACAXI PÉROLA (t),PRODUTOR,SP,12/2016,"1911,25"
ABACAXI PÉROLA (t),PRODUTOR,SP,01/2017,"1778,99"
ABACAXI PÉROLA (t),PRODUTOR,SP,02/2017,"1753,87"
ABACAXI PÉROLA (t),PRODUTOR,SP,03/2017,"1688,06"
ABACAXI PÉROLA (t),PRODUTOR,SP,04/2017,"1718,78"
ABACAXI PÉROLA (t),PRODUTOR,SP,05/2017,"1780,08"
ABACAXI PÉROLA (t),PRODUTOR,SP,06/2017,"1792,27"
ABACAXI PÉROLA (t),PRODUTOR,SP,07/2017,"1800,00"
ABACAXI PÉROLA (t),PRODUTOR,SP,08/2017,"1662,61"
ABACAXI PÉROLA (t),PRODUTOR,SP,09/2017,"1717,14"
ABACAXI PÉROLA (t),PRODUTOR,SP,10/2017,"2068,14"
ABACAXI PÉROLA (t),PRODUTOR,SP,11/2017,"1824,36"
ABACAXI PÉROLA (t),PRODUTOR,SP,12/2017,"1800,95"
ABACAXI PÉROLA (un),ATACADO,MT,01/2016,"4,00"
ABACAXI PÉROLA (un),ATACADO,MT,02/2016,"3,60"
ABACAXI PÉROLA (un),ATACADO,MT,03/2016,"3,91"
ABACAXI PÉROLA (un),ATACADO,MT,04/2016,"3,98"
ABACAXI PÉROLA (un),ATACADO,MT,05/2016,"3,83"
ABACAXI PÉROLA (un),ATACADO,MT,06/2016,"3,83"
ABACAXI PÉROLA (un),ATACADO,MT,07/2016,"3,32"
ABACAXI PÉROLA (un),ATACADO,MT,08/2016,"2,83"
ABACAXI PÉROLA (un),ATACADO,MT,09/2016,"2,63"
ABACAXI PÉROLA (un),ATACADO,MT,10/2016,"2,62"
ABACAXI PÉROLA (un),ATACADO,MT,11/2016,"2,97"
ABACAXI PÉROLA (un),ATACADO,MT,12/2016,"3,14"
ABACAXI PÉROLA (un),ATACADO,MT,01/2017,"3,40"
ABACAXI PÉROLA (un),ATACADO,MT,02/2017,"3,39"
ABACAXI PÉROLA (un),ATACADO,MT,03/2017,"3,49"
ABACAXI PÉROLA (un),ATACADO,MT,04/2017,"3,31"
ABACAXI PÉROLA (un),ATACADO,MT,05/2017,"3,22"
ABACAXI PÉROLA (un),ATACADO,MT,06/2017,"3,00"
ABACAXI PÉROLA (un),ATACADO,MT,07/2017,"2,95"
ABACAXI PÉROLA (un),ATACADO,MT,08/2017,"2,81"
ABACAXI PÉROLA (un),ATACADO,MT,09/2017,"2,89"
ABACAXI PÉROLA (un),ATACADO,MT,10/2017,"2,87"
ABACAXI PÉROLA (un),ATACADO,MT,11/2017,"2,98"
ABACAXI PÉROLA (un),ATACADO,MT,12/2017,"2,99"
ABACAXI PÉROLA (un),PRODUTOR,AL,02/2016,"4,45"
ABACAXI PÉROLA (un),PRODUTOR,AL,03/2016,"3,50"
ABACAXI PÉROLA (un),PRODUTOR,AL,10/2016,"1,35"
ABACAXI PÉROLA (un),PRODUTOR,AL,11/2016,"1,40"
ABACAXI PÉROLA (un),PRODUTOR,AL,12/2016,"1,25"
ABACAXI PÉROLA (un),PRODUTOR,AL,01/2017,"1,52"
ABACAXI PÉROLA (un),PRODUTOR,AL,02/2017,"2,00"
ABACAXI PÉROLA (un),PRODUTOR,AL,08/2017,"1,60"
ABACAXI PÉROLA (un),PRODUTOR,AL,09/2017,"1,66"
ABACAXI PÉROLA (un),PRODUTOR,AL,10/2017,"1,46"
ABACAXI PÉROLA (un),PRODUTOR,AL,11/2017,"1,41"
ABACAXI PÉROLA (un),PRODUTOR,AL,12/2017,"1,27"
ABACAXI PÉROLA (un),PRODUTOR,PA,04/2016,"1,60"
ABACAXI PÉROLA (un),PRODUTOR,PA,06/2016,"1,10"
ABACAXI PÉROLA (un),PRODUTOR,PA,07/2016,"1,00"
ABACAXI PÉROLA (un),PRODUTOR,PA,08/2016,"1,10"
ABACAXI PÉROLA (un),PRODUTOR,PE,06/2016,"1,90"
ABACAXI PÉROLA (un),PRODUTOR,PE,07/2016,"1,90"
ABACAXI PÉROLA (un),PRODUTOR,PE,08/2016,"2,00"
ABACAXI PÉROLA (un),PRODUTOR,PE,09/2016,"1,96"
ABACAXI PÉROLA (un),PRODUTOR,PE,10/2016,"1,69"
ABACAXI PÉROLA (un),PRODUTOR,PE,11/2016,"1,89"
ABACAXI PÉROLA (un),PRODUTOR,PE,12/2016,"1,66"
ABACAXI PÉROLA (un),PRODUTOR,PE,01/2017,"1,30"
ABACAXI PÉROLA (un),PRODUTOR,PE,02/2017,"1,06"
ABACAXI PÉROLA (un),PRODUTOR,PE,03/2017,"1,00"
ABACAXI PÉROLA (un),PRODUTOR,RJ,01/2016,"2,38"
ABACAXI PÉROLA (un),PRODUTOR,RJ,02/2016,"1,88"
ABACAXI PÉROLA (un),PRODUTOR,RJ,03/2016,"2,02"
ABACAXI PÉROLA (un),PRODUTOR,RJ,04/2016,"2,07"
ABACAXI PÉROLA (un),PRODUTOR,RJ,05/2016,"2,06"
ABACAXI PÉROLA (un),PRODUTOR,RJ,06/2016,"1,95"
ABACAXI PÉROLA (un),PRODUTOR,RJ,07/2016,"1,92"
ABACAXI PÉROLA (un),PRODUTOR,RJ,08/2016,"1,96"
ABACAXI PÉROLA (un),PRODUTOR,RJ,09/2016,"2,04"
ABACAXI PÉROLA (un),PRODUTOR,RJ,10/2016,"1,87"
ABACAXI PÉROLA (un),PRODUTOR,RJ,11/2016,"1,40"
ABACAXI PÉROLA (un),PRODUTOR,RJ,12/2016,"1,28"
ABACAXI PÉROLA (un),PRODUTOR,RJ,01/2017,"1,46"
ABACAXI PÉROLA (un),PRODUTOR,RJ,02/2017,"2,21"
ABACAXI PÉROLA (un),PRODUTOR,RJ,03/2017,"2,26"
ABACAXI PÉROLA (un),PRODUTOR,RJ,04/2017,"1,92"
ABACAXI PÉROLA (un),PRODUTOR,RJ,05/2017,"1,76"
ABACAXI PÉROLA (un),PRODUTOR,RJ,06/2017,"1,62"
ABACAXI PÉROLA (un),PRODUTOR,RJ,07/2017,"1,55"
ABACAXI PÉROLA (un),PRODUTOR,RJ,08/2017,"1,51"
ABACAXI PÉROLA (un),PRODUTOR,RJ,09/2017,"1,59"
ABACAXI PÉROLA (un),PRODUTOR,RJ,10/2017,"1,87"
ABACAXI PÉROLA (un),PRODUTOR,RJ,11/2017,"1,81"
ABACAXI PÉROLA (un),PRODUTOR,RJ,12/2017,"1,26"
ABACAXI PÉROLA (un),PRODUTOR,RN,01/2014,"1,40"
ABACAXI PÉROLA (un),PRODUTOR,RN,02/2014,"1,34"
ABACAXI PÉROLA (un),PRODUTOR,RN,03/2014,"1,35"
ABACAXI PÉROLA (un),PRODUTOR,RN,04/2014,"1,47"
ABACAXI PÉROLA (un),PRODUTOR,RN,05/2014,"1,51"
ABACAXI PÉROLA (un),PRODUTOR,RN,06/2014,"1,53"
ABACAXI PÉROLA (un),PRODUTOR,RN,07/2014,"1,50"
ABACAXI PÉROLA (un),PRODUTOR,RN,08/2014,"1,50"
ABACAXI PÉROLA (un),PRODUTOR,RN,09/2014,"1,47"
ABACAXI PÉROLA (un),PRODUTOR,RN,10/2014,"1,45"
ABACAXI PÉROLA (un),PRODUTOR,RN,11/2014,"1,45"
ABACAXI PÉROLA (un),PRODUTOR,RN,12/2014,"1,45"
ABACAXI PÉROLA (un),PRODUTOR,RN,01/2015,"1,47"
ABACAXI PÉROLA (un),PRODUTOR,RN,02/2015,"1,50"
ABACAXI PÉROLA (un),PRODUTOR,RN,03/2015,"1,50"
ABACAXI PÉROLA (un),PRODUTOR,RN,04/2015,"1,55"
ABACAXI PÉROLA (un),PRODUTOR,RN,05/2015,"1,60"
ABACAXI PÉROLA (un),PRODUTOR,RN,06/2015,"1,60"
ABACAXI PÉROLA (un),PRODUTOR,RN,07/2015,"1,66"
ABACAXI PÉROLA (un),PRODUTOR,RN,08/2015,"1,70"
ABACAXI PÉROLA (un),PRODUTOR,RN,09/2015,"1,72"
ABACAXI PÉROLA (un),PRODUTOR,RN,10/2015,"1,75"
ABACAXI PÉROLA (un),PRODUTOR,RN,11/2015,"1,75"
ABACAXI PÉROLA (un),PRODUTOR,RN,12/2015,"1,75"
ABACAXI PÉROLA (un),PRODUTOR,RN,01/2016,"1,75"
ABACAXI PÉROLA (un),PRODUTOR,RN,02/2016,"1,75"
ABACAXI PÉROLA (un),PRODUTOR,RN,03/2016,"1,89"
ABACAXI PÉROLA (un),PRODUTOR,RN,04/2016,"2,22"
ABACAXI PÉROLA (un),PRODUTOR,RN,05/2016,"2,33"
ABACAXI PÉROLA (un),PRODUTOR,RN,06/2016,"2,38"
ABACAXI PÉROLA (un),PRODUTOR,RN,07/2016,"2,40"
ABACAXI PÉROLA (un),PRODUTOR,RN,08/2016,"2,31"
ABACAXI PÉROLA (un),PRODUTOR,RN,09/2016,"2,25"
ABACAXI PÉROLA (un),PRODUTOR,RN,10/2016,"2,45"
